id,name,text
8f1fbf68e463b9804d5956bb,Lopez,"Soy cada día más optimista. Estas tensiones que vivimos ahora muestran que el cambio en Bogotá es imparable. Los Distritos Creativos y todo el movimiento que traerán son la muestra de que ese cambio que ya empezó en nuestra ciudad, seguirá de forma persistente y pacífica. "
a8089a84a6f8a39c3f4a5b9f,Uribe,Policías buenos! Miles de hombres y mujeres honestos que dan su vida por nosotros como ilustra esta foto de AFP de uno de ellos llorando la muerte de sus compañeros tras un ataque de los bárbaros. Sus familias los esperan son seres humanos. Por unos pocos los quieren estigmatizar 
047c1df11a3e48e99eb8072f,Petro,"Proponemos pasar bienes de la canasta familiar, por grado de nutrientes, del régimen de excluidos al de exentos. Es decir que disminuirán su precio.

En tiempos de covid y de crisis, hay que quitarle los impuestos a la comida."
aab82f6bf9acdee23ff62530,Lopez,"Ante esa respuesta el Presidente nos entregó unos conceptos según los cuales sí es posible. Atendiendo a su solicitud los estamos analizando.

La Alcaldía siempre atenderá con respeto y diligencia cualquier solicitud del señor Presidente en el marco de la Ley y de sus facultades."
f01e927be423168e77203c05,Uribe,"Para comenzar, y como siempre, contexto. El cuento comenzó en mayo del 2020, en plena pandemia. Allí el Jardín Botánico fue notificado de la poda✂️🪚presupuestal en el contrato que iba a ejecutar para la conservación y el mantenimiento de la infraestructura verde de la ciudad. "
59c6b3efe95c4c26275add48,Lopez,"#SGEnMedios | Hoy es el último día para inscribirse en la Convocatoria Distrital 4, en la modalidad de ascenso. 

A partir del 19 de febrero iniciará la  inscripción para la modalidad abierta en donde la ciudadanía puede aplicar a 1️⃣.4️⃣6️⃣4️⃣ vacantes. ( Vía @NoticiasCaracol) "
c9fd75fb4226a3ffaa220d13,Lopez,"Cuatro personas capturadas en flagrancia cuando hurtaban a un usuario en la estación Ricaurte de @TransMilenio .

Gracias a las voces de auxilio de los usuarios y la rápida reacción de nuestros policías, se recuperan los elementos.
#BogotáZonaSegura "
f48fdf13ee57134768496d34,Petro,Sobre la agenda con los EEUU y la exportación posible de canabis como sustitución a los cultivos de hoja de coca 
c5668b0cedcec5a1b7ead58c,Uribe,"En Bogotá, de nuevo vándalos intentan quemar vivo a un miembro de la @PoliciaColombia. 

Un acto que debe ser juzgado con la mayor severidad. 

Debemos rodear a nuestra fuerza pública que expone su vida para devolvernos la tranquilidad.

¡No Más!

#NoMásViolencia #NoMásBloqueos "
3940018dc8ad1ed708679746,Lopez,"Lamento profundamente el fallecimiento de Julio Roberto Gómez, amigo en muchas causas de la vida y el trabajo, y de Carlos Holmes Trujillo, que prestó tantos servicios públicos a nuestro país. A sus familiares y amigos nuestro abrazo, consuelo y condolencias. Por favor cuidémonos"
b403c04ef2218a24dede41a0,Petro,La Bogotá cuidadora 
0681f72549c545d047273b10,Petro,"La plata de la salud ya la maneja desde hace décadas una agencia del gobierno, se llama hoy: ADRESS. Solo que no se gira sino por voluntad de los dueños privados de EPS que muchas veces giraron a sus propias clínicas y farmaceuticas extrañas

Por eso quebraron la red hospitalaria "
98f221457e56467194dadc28,Uribe,"Al terminar de leer la decisión de la sala de instrucción de la CSJ me pronunciaré. Por ahora en lo leído , sorprenden maniobras y mentiras de magistrado Reyes para retener el caso afectando derechos fundamentales. Valoro salvamento de voto de honorables Magistrados."
057af8cc4f2c292cd7ad7865,Lopez,"#TMAhora (4:52 p.m.) 

Novedades por manifestaciones ajenas a la operación

📍Suba
Se suspende servicio de alimentación en Portal Suba. 

📍Troncal Décima
Se deja de atender estación Ciudad Jardín. 

📍Calle 26
Se suspende la ruta alimentadora Aeropuerto. "
4457ff382c8e0e21d842955c,Uribe,"Siento mucho dolor por la partida de don Sergio Ochoa en Montería, dedicado trabajador del campo. Siempre nos apoyó. Solidaridad con su señora, hijos y nietos."
fcdf6fee22458d3f632e4df1,Petro,Con esta proclama se busca lo que une a la gente y no lo que la separa. Una gran propuesta de renovación y esperanza. 
aeb9ddf2884221718ea36cfe,Lopez,"Con @idubogota y @habitatbogota revisamos la manzana en la que estará nuestro cable de San Cristobal que además tendrá centro comercial, manzana del cuidado y la nueva alcaldía de la nueva UPL Entre Nubes. ¡Gracias @DiegoDsanchez y @nadyamrangel! "
ad9dde0a3f2b5a8374a05769,Uribe,El miedo y la confesión del hacker Andrés Sepúlveda. 
1782cf2716248b35aea59d50,Petro,"La rosca solo estaba interesada en mantener los privilegios del establecimiento y no en cuidar la vida de la población 

Por eso se llevaron los dineros hacia la especulación bancaria y la contratación de obras como las troncales de transmilenio sin fortalecer la salud pública"
b53198ec522bf60e17b86494,Lopez,"Grupos de whatsapp entre ciclistas y sus cuadrantes de Policía, acompañamiento en vías, ciclo parqueaderos seguros y registro de bicicletas; fueron alguno de los compromisos mutuos para combatir los hurtos en calles y carreteras. "
905eeda657cb8ab1f8ada878,Petro,Se les olvidó que la inseguridad disminuye si se reduce el hambre y se abren oportunidades para la población excluida. 
050fde602c65d37da8a19955,Lopez,"De acuerdo a las solicitudes de la Junta Administradora Local de @Fontibon_Bogota y de los ciudadanos, haremos cumplir los siguientes compromisos:

1️⃣Mesa de trabajo de infraestructura con @idubogota

2️⃣Diálogo con la @AeroCivilCol para hablar sobre la operación del Aeropuerto "
b693e7aad81d51308cb1f559,Lopez,"A esta hora tenemos múltiples movilizaciones pacíficas. Hay perturbaciones de movilidad y transporte público, pero no vandalismo. Organizamos desvíos del tráfico para garantizar la movilización de todos, en sus diferentes necesidades y derechos.
Amanecimos con 92.5% ocupación UCI "
970ceefd6771f5d5c773c0ec,Petro,"¿Por que si no hay bloqueos se cae el peso colombiano?

Porque lo que esta bloqueado es un sistema económico raquítico basado en vivir del petroleo y enriquecer a los banqueros y grandes importadores

El camino es potenciar la producción nacional. "
aed99ec59688d3bc0c20e7a5,Uribe,"Solidaridad con nuestros compatriotas de Ancuya, Nariño "
6d4c9e08f0fba57f45255c42,Uribe,"En la suspensión de esta audiencia judicial conozco del deceso del dr Bernardo Guerra Serna,dirigente liberal de mucha fuerza,capacidad de lucha y dedicación a los electores.Hizo tramo muy importante de la política.Saludo Andrés,gran líder, estimada doña Lucía y  querida familia"
14f4df1aed58e01c0cc26da0,Lopez,"#AEstaHora | Entregamos declaraciones antes del Consejo Regional de Seguridad citado hoy en la Gobernación de Cundinamarca. 

¡Acompáñennos!

"
306ba8412ad7816b79a15751,Petro,"Aviso que reporteros independientes deberíamos investigar: ""periodistas y blogueros tbn hacen parte de estrategia (de desprestg) por interés económico: (reciben) contratos del Centro D., y del Gbno. Revisen coincidencias"". Corrupción. Columna de hoy
"
5d7ebd1af4b4bd4da723ae39,Uribe,"Presentamos nuestra alternativa

El pueblo colombiano está afectado por la inflación, ahora le suman la Reforma Tributaria, puede afectarse la inversión, el consumo, ¿por qué no reducir el IVA? Una medida compensatoria "
37b1350af7034b95d80f0772,Lopez,"En #LaBogotáQueEstamosConstruyendo ya tenemos 13 #ManzanasDelCuidado! Al final de este año tendremos 15 y el otro año serán 20. Hemos logrado 260 mil atenciones y el otro año llegaremos a 1 millón. Cuéntenle a todas que de esto tan bueno si dan tanto!

#TrabajoQueDaResultados "
34f81214ec43b403546cb5bc,Petro,"Lo que pasa en Medellín durante el #ParoNacional28J es muy delicado: disparan gases lacrimógenos directamente al cuerpo de los manifestantes, han lesionado el rostro y la cabeza, dejaron a un joven convulsionando y no responde, detienen arbitrariamente a los jóvenes. #SOSMEDELLIN "
3208e31657ba1dad6240ea52,Petro,"EN VIVO | Lectura de columnas de Los Gustavos, hoy nos acompaña @RoyBarreras. "
72ef5d069d79d45016a7881a,Lopez,"Una medida importante en materia de seguridad es desarmar a los delincuentes; cada arma de fuego o arma blanca que circula de manera ilegal, es un arma que puede agredir o quitar la vida de un ciudadano; para  esa medida hoy entregamos 845 detectores de metal a @PoliciaBogota. "
e5eb9e367bb5bb6a886c49ae,Lopez,"¡Hoy juega Millonarios!

Toda la buena energía para nuestro equipo capitalino que celebra sus 75 años y compite por una nueva estrella.

Los invito a ver el partido por tv con pasión y a celebrar con distanciamiento y en paz! Honremos así la memoria del padre Alirio y muchos más! "
8b6ca2f55619bd8329571c06,Uribe,Ayer lunes marzo 29 establecimos nuevo récord de vacunación. Aplicamos 146.193 vacunas. Buen esfuerzo de EPS IPS Entes Territoriales con coordinación de ⁦@MinSaludCol⁩ y apoyo decidido de Gobierno Nacional. La concurrencia ciudadana todo un estímulo y esperanza. #YoMeVacuno 
07d1dbad3681f6762e94879e,Lopez,"Durante todo el fin de semana e inicios de la próxima semana semana tenemos suficientes primeras dosis distribuidas en todos los puestos de vacunación para quienes empiezan su ciclo de vacunación contra COVID19.

Cuidarnos y vacunarnos salva vidas!

Por favor vayan a vacunarse 🙏🏼"
1796300baef620eeac301aa7,Lopez,El Consejo Regional de competitividad y regalías trabaja constantemente en temas de desarrollo y competitividad de la Bogotá/Región; hoy haremos una rendición de cuentas con la ciudadanía sobre inversiones y proyectos priorizados susceptibles a ejecutar con recursos de regalías. 
b03b11a6cdc4fd659056ce7b,Lopez,"#EnVivo 🔴 | Desde el Hospital de Kennedy, #AEstaHora en compañía de nuestro @SectorSalud entregamos balance a Bogotá sobre la ejecución del plan de ampliación hospitalaria y de UCI en la ciudad.

¡Conéctense!

"
720e01604dfb1ea541b57298,Petro,"NEGRAS NO PODER I Encontro de gigantes: Angela Davis conversa com Francia Márquez, pré-candidata na Colômbia. ""Chegar à presidência é um meio para dignificar a vida, não um fim em si mesmo"", afirmou Francia em encontro "
c90ada14565faa810f903bad,Lopez,"Mil gracias a @CAMACOLBOGOTA y los equipos de #JuntosCuidamosBogotá que a lo largo del año han unido materiales, manos y amor por Bogotá para recuperar, hacer mantenimiento y embellecimiento de parques y espacios públicos y @SeguridadBOG y @PoliciaBogota refuerzan con seguridad. "
6f4b7dbbb9c6e24a98050b63,Lopez,"Mil felicitaciones y muchas gracias a las más de 1.270 personas con discapacidad, cuidadoras, cuidadores y a los campeones que participaron en las Olimpiadas Incluyentes 2022 en 6 disciplinas deportivas: atletismo, ciclismo, baloncesto, boccia, microfútbol y circuitos motores."
3db4f3aea3287d16093bc981,Uribe,"Urgencia de la reforma con modificaciones 

La pobreza, el desempleo y la escasez de las finanzas públicas, obligan a la reforma, lo peor para la democracia es nada hacer.

"
bb6f38196e3acafb0f18af98,Uribe,Las claves de la investigación por atentado a batallón de Cúcuta  vía @eltiempo
eb5264dd6410b7cf0fcdbf1f,Lopez,"Estamos listos para la reactivación segura y responsable de los comercios de @Bogota. En #Chapinero verificamos que los establecimientos cumplieran con los requisitos de apertura.

Participaron: Subsecretario @AndresCNietoR, @AlcaldChapinero @PoliciaBogota  @MintrabajoCol "
6a783fde22fb55fa426f8aa9,Petro,"Los objetivos hoy de una reforma tributaria además de allegar recursos al Estado son:

1. Aumentar la justicia social.
2. Aumentar la producción.

Ambos objetivos se pueden conseguir si se le pone los impuestos a los dineros y patrimonios atesorados sin fines productivos."
c6d843c7d0220a11e101ca66,Petro,"🎥🛑En #Colombia #ParoNacional23J

🔻Panorama en estos momentos sobre la vía Panamericana en la ciudad de Popayán

✊🏼Miles de personas se movilizan en la capital del Cauca para exigir que pare la represión y cese la masacre.

⚠️Son más de 80 ASESINATOS. "
0005f46356c00cc4f5702f01,Lopez,"Se iniciarán mesas técnicas y el Presidente ratificó que el Gobierno pondría recursos adicionales en caso de un mayor valor. Importante aclarar que la 1ra línea está en construcción, su contrato está vigente, 4200 colombianos trabajan en la obra, va al 18% de ejecución y seguirá!"
d4ee6845cf47c8198f92ba13,Uribe,"Se insistió mucho en presentar la reforma previamente consensuada con las mayorías del Congreso. 

Es urgente un acuerdo de modificación de textos que se exprese en la ponencia.

Por favor la mayor atención de la pobreza y la necesidad de ahorro burocrático no dan tiempo"
4c368c838ef8d1e2f85da5d8,Petro,En Lima me abraza la comunidad colombiana. 
43e6ac97f6e07657b93bcf97,Lopez,"Conoce como son los buses que desde hace una semana ruedan en Usme y que benefician a más de 7000 usuarios con 3 rutas nuevas

#TransMiSeTransforma "
5c42a71e1a8cf3435e81a9e6,Lopez,"En Bogotá hacemos todos los esfuerzos porque todos reciban sus #DosisDeEsperanza . 💪🏻

En la jornada de ayer se registró una nueva marca: 56.831 dosis contra el covid-19 fueron aplicadas en la ciudad. #BogotáSeCuida "
5378ace975dcb41c1369266d,Uribe,"Se dispararon casos de niños intoxicados con marihuana en Estados Unidos, ¿qué está pasando? "
b2c86053954dae901bb6d9b7,Petro,"El discurso completo de Mosoco, Cauca. parte I "
0ffaf2d252fef4b28bf696b3,Lopez,"Felicitaciones @LuciaDaz18 por ser beneficiaria de nuestro programa #JóvenesALaU, pero sobre todo por la perseverancia para cumplir el sueño de ser profesional! Es una alegría inmensa hacer parte de tu proceso académico. A disfrutarlo! "
e709555c42a79ace8574978e,Uribe,"Gracias Su Santidad, fue una buena conversación "
6461e9a49e42944f51c908c5,Uribe,"Partió Carlos Melo en Villagarzón, Putumayo. Su apoyo fue valioso y muy valeroso. Qué tristeza! Solidaridad querida familia"
8673b8e1516935c8e572703c,Lopez,"¿Familia o amigos?🚴‍♀️👧Arma un combo de 4 personas y participa #EnLaJugadaPorBogotá, el programa de retos de @Citytv y el #IDRD que promueve la actividad física.📺Envía un video de un minuto a lajugadaporbogota@idrd.gov.co y dinos porqué quieren representar tu localidad "
2ff29d7922e5ee6da7751c2c,Uribe,"La Reforma que lanzó a la gente a las calles pretendía recoger 24 billones de pesos.

El comité del paro ha presentado un pliego de negociación con un costo aproximado de 81 billones.

¿Cómo pretenden financiar sus pretenciones?

✍🏻  "
ab46413d725a558117eed567,Lopez,"Nuestro personal de salud ha hecho todo para protegernos. Niños, jóvenes, comerciantes, informales, empresarios, han hecho un gran sacrificio quedándose en casa. En este tercer pico, todos pongamos. No aglomeraciones ni marchas. La causa más importante es la vida.

#PrimeroLaVida "
db3ba41677597b6e47a7acae,Lopez,"No hay palabras suficientes para expresar el dolor y la tristeza por el fallecimiento de Julián Esteban, mientras entrenaba con su bici en Zipaquirá.

A su familia y amigos nuestro abrazo, solidaridad y condolencias. "
ad3e42535ea91baeee0082d1,Petro,"1. mitigar, es decir, dejar de emitir CO2, para lo cual hay que separarse en corto tiempo del petroleo y el carbón.

2. Adaptarse: que es ordenar el territorio alrededor del agua, no construir en zonas de alto riesgo, fortalecer la producción de alimentos y la salud pública."
2a6c6e4e2ff03e89a9b594b5,Uribe,"Apoyemos la creación de 500 mil empleos dignos para jóvenes, con pago estatal de la seguridad social y/o mezcla del contrato de aprendizaje por 2 años 

"
f68dec7b1911f85cfd7bdbb0,Uribe,"Felicitaciones comunidad de Ubaque, Cundinamarca, y muy respetada Alcaldesa "
38b59587c8870df038481e8a,Lopez,"Parte esencial de la reactivación económica de Bogotá depende de que tengamos transporte público, los ciudadanos lo necesitan para movilizarse a sus lugares de estudio y trabajo. ¡Debemos recuperarlo y cuidarlo, es un bien público que nos pertenece a todos! "
9eb36b8724edc16a8bd4597f,Uribe,Intervención senadora @MariaFdaCabal en plenaria de Senado sobre el informe de la Comisión de la Verdad  
506cbdbfee861d78e5a1ac1c,Lopez,Muy grave que la Fiscalía General de la Nación pretenda volver un delito los movimientos no anticipados del precio del dólar. Bajo esa teoría deberían ser imputados todos los servidores públicos que contrataron créditos en dólares antes del 2014. Absurdo y peligroso.
e1e31d76f6bd6b9213ca1270,Uribe,"Congresistas de 6 bancadas, radicamos proyecto para financiar superación de la miseria, universidad gratis, reactivar el empleo con urgencia y cambiar la tendencia de pobreza.

Fuentes:
• austeridad
• renta a empresas: 34%
• descuento ICA 50%
• sobre tasa financiera 3%."
4e9988d450b0e5f9078fe690,Petro,"Qué dolor ver este testimonio, pero, ¿y los desaparecidos qué? 

No podemos esperar que @PoliciaColombia los mate, y después no de razón. 

!Invito a movilizarnos también por ellos!

Demos ideas, los leo

#ParoNacional16M 

"
a95c09bb2d87b956d0c58d3c,Uribe,"Vecinos protegen su CAI en Villa Granada, Bogotá "
83e3ced7a26e4e48020a7388,Uribe,#ReporteEntérateCali 🚨 Éxito de la Simón Bolívar fue saqueado por un grupo de personas. Otros intentaban frenar dichos saqueos y lograron recuperar varios artículos. 
6f97df365865a9aaae06ff8a,Lopez,El ministro de @mindefensa se comprometió a evaluar con el director de la @PoliciaColombia un aumento de refuerzos de pie de fuerza para la ciudad y acelerar la incorporación de más policías. La situación exige refuerzos permanentes en Bogotá. 
9e93c3b97cc9dc18914e053e,Lopez,"#AEstaHora se presenta manifestación en av. Cali con transversal 91 (Humedal Juan Amarillo). Generando afectación vial de la intersección.

Se sugieren como rutas alternas av. Suba y av. Boyacá.

#MuéveteBienInformado con los reportes que encuentras en @Waze_Bog y @BogotaTransito "
2e2454af959fbe47ac9f7a44,Petro,"Comparto mi columna, la cual leeremos hoy en Los Gustavos a las 7:00 p.m. por todas nuestras redes.

Otra vez el Covid "
37dc605c542c8355fae4162b,Lopez,"⚽🥤🥅 Nos jugamos todo por las jugadoras, reconocemos la necesidad de presupuesto para las mujeres, empezando por no cobrar la práctica de fútbol femenino en ninguno de nuestros escenarios. #LigaFemeninaDigna "
8e5e4b75d923a2dac31159f1,Petro,"No hemos propuesto una lista de coalicion de izquierda, al Congreso; hemos propuesto una lista de coalición democrática y ciudadana para un Cambio histórico del país "
990ef8c0d308cf2c87fda2aa,Petro,"En el capitalismo es ley que el incremento de productividad trae el incremento del bienestar social y el salario real del trabajo

Propongo un pacto entre trabajadores y empresarios para lograr este principio en Colombia."
d89f3dd288a69ce61c1e9ada,Petro,"A esta asociación internacional pertenece la Colombia Humana: La Internacional Progresista. 

Los invito a leer el discurso inaugural de su asamblea fundacional,  hecho por uno de los principales intelectuales del mundo: Noam Chomsky.
 "
d288522fdd8dae87608a75b6,Uribe,"Microempresas 

Ojalá en la reforma que viene:

Es importante bajar impuestos a las microempresas, pero su más imperiosa necesidad es obtener recursos suficientes con baja tasa de interés. 

Primero se piensa en el dinero para arrancar y después en los impuestos"
054a97ba52fd1f76b4eb1f85,Lopez,"En la autopista norte con 127 hay paso, ha desaguado y tiene un encharcamiento moderado que @AcueductoBogota seguirá drenando.
En Mochuelo evacuamos una vivienda por remoción en masa y en Villa de los Alpes otra por rebosamiento de alcantarillado. No hubo heridos ni nada grave. "
a59ce244006ab735b2630dde,Lopez,Un delincuente menos en la calle. Gracias a la @PoliciaBogota que con su acción efectiva capturó al responsable de herir gravemente a una joven de 15 años en la localidad de Bosa. Pedimos celeridad y contundencia para seguir adelante con el proceso de judicialización.
d079a07fbe2acbeb928af915,Uribe,"Impuestos y regulaciones asfixiantes crean especulación que es un factor generador de alta inflación.

Mal ejemplo de Argentina.

Creamos en lo único que sirve: 

Producción y Remuneración"
abbe3fa0b62dc4020fee6556,Petro,"Le recomiendo a la Silla Vacia no confundir la división en tres fases de los proyectos de ingeniería que hace la ley colombiana con la metodologia del Banco Mundial.

Los estudios del metro subterraneo se hicieron bajo la metodología del Banco mundial 
 "
a2f909549613836889359bf2,Lopez,"Este cumpleaños será particular y pone a prueba a los capitalinos sobre su capacidad de resurgir. Otras veces ya quedó demostrado que #Bogotá sabe cómo levantarse, y la conmemoración es la oportunidad de dar inicio a una nueva etapa.
"
ef9c971519b6bcd2a270076d,Petro,"Le hemos propuesto la partido verde un acuerdo programático, como acordamos con Antonio Navarro, recordando que el partido verde es la antigua ADM19, y que hubo un acuerdo en el año 2015 con el movimiento progresista que configuro la alianza Verde, que debe ser honrado."
f273f709798bbcbc8541fd1d,Uribe,@Puntodequiebr15 Esto fue en San Vicente del Caguan. Los llamaron y acudieron. La mujer los ubica y llegan sus cómplices asesinos y les disparan en la cabeza.
98c635b8a9c8f17c774b0d55,Lopez,"Por imposibilidad de operación, a las 8pm cerrará completamente el sistema de transporte público tanto en su componente troncal como zonal y barrial."
7dd5afaf81e82c8a904a0fb5,Petro,Queremos una democracia multicolor profunda. Queremos que el dialogo social en cada territorio sea el camino de la soberanía popular y de la paz.
5a1a404771eb74dddcc5400b,Lopez,"Igualmente, conversamos sobre el maravilloso programa de Barrios Vitales y exploramos la posibilidad ampliar los apoyos de esta organización para potenciar el proyecto. Un gusto escuchar sus experiencias y lo beneficioso que ha sido su trabajo en las ciudades que ha asesorado."
c4cd78ac215207c6bff8e790,Petro,"Esteban yo leería esa gráfica de otra manera, en todas las regiones hubo paro pero no se ve efecto en caída del empleo, en el Valle sí, significa que la decisión de matar jóvenes tomada por sectores en Cali, derrumbó la recuperación. El dialogo siempre es mejor. "
e5b2cab3d024adec0508ac31,Lopez,"Cualquiera que se niegue a empezar seriamente concertación sabe perfectamente que su negativa crece el riesgo de violencia y muertes y que obedece más a cálculos electorales que a propósitos nacionales.

Concertar tiene riesgos políticos, pero no hacerlo tiene riesgos violentos."
08e25a4bedd99fe3c98b4f63,Petro,"Denunciamos la complicidad miembros de la fuerza publica, con civiles armados a dispararon en contra de la comunidad indígena en vía cali - jamundi @NoticiasCaracol @hrw @ONU_derechos "
70c2dead8b3bbda51f8897fe,Petro,"La propuesta no puede ser transitoria y solo por este semestre, al suspenderse ocasionaría una gran deserción de los estudiantes que se quieren beneficiar; la gratuidad debe ser permanente.

Y algo que es fundamental:"
94b630568075718854a62cad,Uribe,Ante lamentable mensaje del alcalde @QuinteroCalle contra mí. Respondo con gallardía:  Antioquia y Medellín conocen mis formas. La revocatoria es derecho constitucional de 1991. Hoy nos vemos para otra pegaton a las 5 pm en la calle Fallabela. San Diego. #Medellinsinospertenece 
f924feb644dd2996dab5962a,Lopez,"Hoy tenemos 3 prioridades:
•Encontrar al sr Velilla con miembros de @COL_EJERCITO, @PoliciaColombia, @DefensaCivilCo y @BomberosBogota
•Diagnóstico de intervención de postes y árboles sobre la vía
•Recoger manualmente el material que queda en quebradas entre los barrios "
